timestamp,Close,High,Low,Open,Volume,metric
2011-08-18,10.9,10.9,10.9,10.9,0.48990826,7271
2011-08-19,11.69,11.85,11.15,11.85,1.92657814,7483
2011-08-20,11.7,11.7,11.7,11.7,0.08547009,7039
2011-08-21,11.7,11.7,11.7,11.7,0.08547009,7507
2011-08-22,11.7,11.7,11.7,11.7,0.02863249,7646
2011-08-23,11.7,11.7,11.7,11.7,0.0,7122
2011-08-24,10.5,11.5,10.5,11.5,2.35652174,7233
2011-08-25,10.0,10.0,10.0,10.0,1.1,7106
2011-08-26,10.0,10.0,10.0,10.0,0.0,7274
2011-08-27,10.0,10.0,10.0,10.0,0.0,6239
2011-08-28,10.0,10.0,10.0,10.0,0.0,5473
2011-08-29,10.0,10.0,10.0,10.0,0.0,7956
2011-08-30,8.0,8.0,8.0,8.0,1.0,7658
2011-08-31,8.0,8.0,8.0,8.0,0.0,7137
2011-09-01,8.22,8.31,5.25,8.0,164.48,7074
2011-09-02,8.88,8.88,8.0,8.12,79.76,6870
2011-09-03,8.88,8.88,8.88,8.88,0.0,5780
2011-09-04,8.89,8.89,8.89,8.89,0.20022497,7124
2011-09-05,8.89,8.89,8.89,8.89,0.0,6883
2011-09-06,8.0,8.0,8.0,8.0,21.0,7679
2011-09-07,8.5,8.5,8.5,8.5,3.0,6954
2011-09-08,7.4,7.98,7.4,7.98,6.86,6368
2011-09-09,7.4,7.4,7.4,7.4,0.0,7222
2011-09-10,7.4,7.4,7.4,7.4,0.0,5860
2011-09-11,7.4,7.4,7.4,7.4,0.0,6318
2011-09-12,7.4,7.4,7.4,7.4,0.0,6442
2011-09-13,5.97,6.0,5.65,5.8,58.37138238,6377
2011-09-14,5.53,5.72,5.52,5.58,61.14598362,6054
2011-09-15,5.13,5.24,5.0,5.12,80.1407952,6318
2011-09-16,4.85,4.87,4.8,4.82,39.9140068,6090
2011-09-17,4.87,4.87,4.87,4.87,0.3,5320
2011-09-18,4.92,4.92,4.81,4.87,119.8128,5828
2011-09-19,4.9,4.9,4.9,4.9,20.0,6526
2011-09-20,5.66,5.66,4.92,4.92,89.28071068,8005
2011-09-21,5.66,5.79,5.66,5.7,17.62932238,7538
2011-09-22,5.72,5.72,5.68,5.68,43.77842238,5991
2011-09-23,5.72,5.72,5.7,5.7,20.68003681,6195
2011-09-24,5.68,5.76,5.68,5.7,90.58706633,5599
2011-09-25,6.05,6.05,6.05,6.05,12.22,5585
2011-09-26,4.8,6.06,4.8,6.06,39.57846334,5505
2011-09-27,4.92,4.92,4.85,4.85,24.3545,5968
2011-09-28,4.82,4.91,4.82,4.9,83.0533258,5870
2011-09-29,4.82,4.82,4.81,4.81,46.9645,5464
2011-09-30,4.82,4.82,4.82,4.82,0.0,5743
2011-10-01,4.82,4.82,4.82,4.82,0.0,5231
2011-10-02,4.82,4.82,4.82,4.82,0.0,4914
2011-10-03,4.87,4.87,4.83,4.85,30.57595,6376
2011-10-04,4.98,5.3,4.8,4.86,142.52162238,5697
2011-10-05,4.92,6.25,4.8,4.92,113.72,5626
2011-10-06,4.8,4.99,4.8,4.88,170.84354937,5784
2011-10-07,4.61,4.81,4.59,4.8,94.64,5536
2011-10-08,3.99,4.57,3.99,4.57,56.0,5283
2011-10-09,3.89,3.89,3.89,3.89,11.0,5330
2011-10-10,4.51,4.51,3.99,3.99,132.5,5759
2011-10-11,4.1,4.1,3.98,3.98,78.08,5837
2011-10-12,3.93,3.99,3.93,3.95,79.523525,5829
2011-10-13,3.97,3.97,3.93,3.93,109.621766,4887
2011-10-14,4.05,4.05,4.05,4.05,96.97751266,5972
2011-10-15,4.05,4.05,4.05,4.05,0.0,5445
2011-10-16,4.05,4.05,4.05,4.05,0.0,4862
2011-10-17,3.92,3.92,3.92,3.92,10.24,5663
2011-10-18,3.92,3.92,3.92,3.92,0.0,4743
2011-10-19,3.92,3.92,3.92,3.92,0.0,4997
2011-10-20,2.24,2.29,2.22,2.22,61.972332,4534
2011-10-21,2.27,2.27,2.22,2.22,41.46334066,5085
2011-10-22,2.27,2.27,2.27,2.27,0.0,5016
2011-10-23,2.27,2.27,2.27,2.27,0.0,5500
2011-10-24,2.92,2.99,2.92,2.99,64.54,5807
2011-10-25,2.72,2.72,2.66,2.66,130.29932366,5097
2011-10-26,2.69,3.0,2.67,2.72,268.26897266,5155
2011-10-27,2.69,2.69,2.69,2.69,0.0,4577
2011-10-28,4.2,4.36,3.07,3.07,118.37787266,5013
2011-10-29,3.95,4.4,3.69,3.69,88.432425,5483
2011-10-30,3.5,3.85,3.2,3.85,116.381395,4869
2011-10-31,3.3,3.55,3.2,3.25,68.99404308,5051
2011-11-01,3.33,3.33,3.32,3.32,38.7771206,5627
2011-11-02,3.33,3.33,3.33,3.33,0.0,5837
2011-11-03,3.33,3.33,3.33,3.33,0.0,6128
2011-11-04,3.55,3.55,3.21,3.27,117.08103867,6393
2011-11-05,3.0,3.21,3.0,3.21,103.512,5782
2011-11-06,2.95,2.95,2.95,2.95,203.388,4890
2011-11-07,2.95,2.95,2.95,2.95,0.0,5364
2011-11-08,3.08,3.08,3.08,3.08,47.47212389,5845
2011-11-09,3.3,3.3,3.09,3.09,58.86052015,6287
2011-11-10,3.3,3.3,2.95,3.25,121.66777314,6400
2011-11-11,3.3,3.3,3.3,3.3,65.434,4974
2011-11-12,3.35,3.35,3.35,3.35,2.79,4984
2011-11-13,3.35,3.35,3.35,3.35,29.48955224,5230
2011-11-14,2.47,2.95,2.47,2.95,183.4,5765
2011-11-15,2.5,3.0,2.5,2.99,97.3416118,5941
2011-11-16,3.0,3.0,2.51,2.51,5.61666667,5913
2011-11-17,2.99,3.0,2.5,3.0,17.01862876,4820
2011-11-18,2.5,2.79,2.5,2.5,88.44,5036
2011-11-19,2.43,2.5,2.43,2.5,48.87212355,4601
2011-11-20,2.37,2.37,2.37,2.37,11.0,4982
2011-11-21,2.25,3.0,2.25,2.45,290.52677579,4652
2011-11-22,2.59,2.59,2.46,2.53,328.49334593,5351
2011-11-23,2.59,2.59,2.59,2.59,0.0,5464
2011-11-24,3.0,3.0,2.54,2.54,9.1446088,4905
2011-11-25,2.75,15.0,2.5,2.5,179.78726599,5351
2011-11-26,2.77,2.77,2.77,2.77,10.09025271,4632
2011-11-27,2.77,2.77,2.77,2.77,0.0,4947
2011-11-28,2.66,2.78,2.66,2.67,180.36714898,5803
2011-11-29,2.72,3.23,2.69,2.69,62.46464882,6276
2011-11-30,3.19,3.19,3.19,3.19,14.53918495,6695
2011-12-01,3.42,3.48,3.3,3.46,233.78003348,6170
2011-12-02,3.04,3.45,3.04,3.45,131.75704018,6172
2011-12-03,2.93,2.93,2.93,2.93,0.5,5479
2011-12-04,2.93,2.93,2.93,2.93,0.0,5249
2011-12-05,2.93,2.99,2.82,2.82,207.3632656,6079
2011-12-06,2.98,3.25,2.89,2.9,216.10928902,7807
2011-12-07,3.3,3.35,3.05,3.05,233.20920018,5997
2011-12-08,3.3,3.5,2.95,3.27,115.71772709,5656
2011-12-09,3.3,3.3,3.3,3.3,0.0,5441
2011-12-10,3.2,3.2,3.0,3.2,12.284375,5534
2011-12-11,3.27,3.37,3.17,3.17,157.77889484,5109
2011-12-12,3.48,3.6,3.37,3.37,75.61897495,4735
2011-12-13,3.56,3.59,3.25,3.25,66.15055522,5274
2011-12-14,3.47,3.49,3.42,3.42,90.7647307,5539
2011-12-15,3.45,3.45,3.39,3.39,102.74202898,4738
2011-12-16,3.44,3.5,3.25,3.25,84.613001,5046
2011-12-17,3.44,3.44,3.44,3.44,0.0,4843
2011-12-18,3.5,3.5,3.25,3.25,17.24285714,4488
2011-12-19,3.85,3.98,3.5,3.5,134.73429197,5685
2011-12-20,4.55,4.75,4.53,4.75,94.74335338,6161
2011-12-21,4.38,4.38,4.38,4.38,20.89954338,5428
2011-12-22,4.17,4.19,4.17,4.19,8.53526439,5711
2011-12-23,4.22,4.35,3.84,3.86,149.49256188,5540
2011-12-24,4.33,4.33,4.33,4.33,27.22479474,4513
2011-12-25,4.27,4.32,4.27,4.32,24.182423,5112
2011-12-26,4.33,4.33,4.27,4.27,56.73660508,5464
2011-12-27,4.29,4.33,4.29,4.33,58.07386739,5066
2011-12-28,4.3,4.3,4.25,4.29,35.55011655,4845
2011-12-29,4.5,4.5,4.3,4.3,36.56096221,5074
2011-12-30,4.21,4.5,4.21,4.26,56.74004969,4909
2011-12-31,4.58,4.58,4.39,4.39,95.3178781,4986
2012-01-01,5.0,5.0,4.58,4.58,21.602,4848
2012-01-02,5.0,5.0,5.0,5.0,19.048,5259
2012-01-03,5.29,5.32,5.14,5.32,88.03728092,5614
2012-01-04,5.57,5.57,4.93,4.93,107.23326023,5582
2012-01-05,6.65,6.65,5.72,5.72,94.80182926,6847
2012-01-06,6.0,6.9,6.0,6.65,33.88274671,6473
2012-01-07,6.8,6.8,6.8,6.8,0.29585799,5721
2012-01-08,7.0,7.0,6.9,6.9,5.0,6241
2012-01-09,6.3,6.99,6.23,6.99,66.8693229,5948
2012-01-10,7.14,7.14,6.24,6.24,62.28998018,6536
2012-01-11,7.0,7.33,6.25,7.14,105.35893402,6986
2012-01-12,6.51,7.38,6.51,6.95,82.30163181,6541
2012-01-13,6.6,7.36,6.6,6.8,48.97014484,6707
2012-01-14,6.3,6.5,6.3,6.5,16.836,6657
2012-01-15,7.15,7.15,7.15,7.15,16.6993007,6173
2012-01-16,7.1,7.1,6.2,6.2,12.64929577,6799
2012-01-17,6.0,6.9,6.0,6.5,80.51400824,6595
2012-01-18,7.1,7.1,5.99,5.99,133.44676912,6519
2012-01-19,6.22,7.0,5.52,5.52,246.71581895,6752
2012-01-20,6.95,6.95,6.55,6.9,95.82599863,6635
2012-01-21,6.77,6.77,6.28,6.3,81.41385241,6202
2012-01-22,6.79,6.83,6.03,6.79,81.27103303,5189
2012-01-23,6.52,6.52,6.0,6.5,94.92062909,5930
2012-01-24,6.55,6.57,6.0,6.52,85.44624147,7129
2012-01-25,6.31,6.86,6.0,6.26,81.1232564,7813
2012-01-26,5.5,6.3,5.5,6.27,29.91907058,6460
2012-01-27,5.88,6.03,3.8,3.8,92.07999287,6196
2012-01-28,4.91,4.91,4.91,4.91,0.25,5765
2012-01-29,5.5,5.9,5.3,5.89,9.45484643,6259
2012-01-30,5.58,5.58,5.3,5.3,15.16,5981
2012-01-31,5.3,6.22,3.8,5.7,110.50333334,6775
2012-02-01,5.88,5.99,5.52,5.53,12.05880628,6361
2012-02-02,6.28,6.28,5.89,5.99,251.00093001,7005
2012-02-03,6.3,6.35,5.93,6.29,155.5524532,6892
2012-02-04,5.94,6.5,5.94,6.35,67.63499409,7080
2012-02-05,5.6,6.15,5.6,5.93,47.85042396,6632
2012-02-06,5.6,5.9,5.2,5.6,29.17833833,5990
2012-02-07,5.69,5.88,5.5,5.5,165.40541896,6875
2012-02-08,5.87,5.87,5.66,5.79,83.57202011,6879
2012-02-09,5.89,5.89,5.51,5.52,83.60318875,7343
2012-02-10,5.88,5.88,5.8,5.88,176.93050375,8318
2012-02-11,5.5,5.71,5.5,5.71,1.8794878,7529
2012-02-12,5.67,5.78,5.55,5.78,64.8434324,6872
2012-02-13,5.79,5.79,5.5,5.53,99.78443902,7855
2012-02-14,4.89,5.8,4.56,5.2,128.34493428,9351
2012-02-15,4.69,5.08,4.69,4.9,67.78916535,9203
2012-02-16,4.51,4.98,4.15,4.5,115.6239213,9399
2012-02-17,4.67,4.8,4.5,4.67,244.67028923,6626
2012-02-18,4.23,4.73,4.14,4.67,254.39025201,6345
2012-02-19,4.38,4.38,4.3,4.38,92.68354434,5800
2012-02-20,4.44,4.72,4.4,4.72,315.93925361,6199
2012-02-21,4.58,4.58,4.3,4.52,358.44920149,6291
2012-02-22,4.51,4.59,4.46,4.47,75.30876636,7035
2012-02-23,5.22,5.22,4.55,4.59,714.84400933,7848
2012-02-24,4.95,5.22,4.95,5.12,37.59711782,6781
2012-02-25,5.0,5.11,5.0,5.11,119.80740151,6141
2012-02-26,4.98,5.07,4.78,4.79,40.9,5671
2012-02-27,5.04,5.1,4.95,4.97,309.05231411,6581
2012-02-28,4.88,5.1,4.71,5.09,440.24138707,6565
2012-02-29,4.99,5.0,4.85,4.97,242.23784635,6540
2012-03-01,5.0,5.05,4.9,4.99,291.16358119,6660
2012-03-02,4.79,4.99,4.64,4.99,245.97471171,7511
2012-03-03,4.65,4.99,4.6,4.81,125.91831514,5074
2012-03-04,4.81,4.81,4.77,4.78,113.6084153,6454
2012-03-05,5.06,5.06,4.77,4.8,518.05455153,6834
2012-03-06,4.98,5.05,4.95,5.0,296.62794242,6231
2012-03-07,4.93,5.09,4.93,5.05,373.49234495,6481
2012-03-08,5.01,5.08,4.87,4.94,326.5657549,6481
2012-03-09,4.93,5.07,4.93,5.01,277.58947934,6334
2012-03-10,4.94,4.99,4.85,4.91,114.04892826,5205
2012-03-11,5.0,5.0,4.84,4.94,24.68252609,5089
2012-03-12,4.99,4.99,4.85,4.85,108.76167997,5975
2012-03-13,5.3,5.32,4.96,4.99,734.65394306,7235
2012-03-14,5.27,5.44,5.27,5.32,1129.74327668,6758
