timestamp,metric
2010-07-17,0.0
2010-07-18,-0.000116482236458
2010-07-19,-0.131836252283227
2010-07-20,-0.19702016403423903
2010-07-21,-0.148920167615773
2010-07-22,-0.398893306113677
2010-07-23,-0.330790444468321
2010-07-24,-0.41398947029117805
2010-07-25,-0.457397657677017
2010-07-26,-0.39830235306758305
2010-07-27,-0.35699533206785805
2010-07-28,-0.36714301063715404
2010-07-29,-0.256473622004942
2010-07-30,-0.30930124279216303
2010-07-31,-0.270978833136349
2010-08-01,-0.34350488879338104
2010-08-02,-0.35532394971526804
2010-08-03,-0.35532394971526804
2010-08-04,-0.37735038143332905
2010-08-05,-0.34457934887718905
2010-08-06,-0.33276028795530205
2010-08-07,-0.36606855055334603
2010-08-08,-0.345653808960997
2010-08-09,-0.23713334049640003
2010-08-10,-0.24787794133447902
2010-08-11,-0.280111743848715
2010-08-12,-0.24787794133447902
2010-08-13,-0.306973245943913
2010-08-14,-0.280111743848715
2010-08-15,-0.29848501128183
2010-08-16,-0.296228645105834
2010-08-17,-0.24787794133447902
2010-08-18,-0.269367143010637
2010-08-19,-0.283335124100139
2010-08-20,-0.296228645105834
2010-08-21,-0.28655850435156305
2010-08-22,-0.290856344686794
2010-08-23,-0.30256795960030003
2010-08-24,-0.30160094552487304
2010-08-25,-0.303749865692489
2010-08-26,-0.31234554636295203
2010-08-27,-0.30160094552487304
2010-08-28,-0.30589878586010505
2010-08-29,-0.31234554636295203
2010-08-30,-0.301923283550016
2010-08-31,-0.35532394971526804
2010-09-01,-0.330611367787686
2010-09-02,-0.322015687117223
2010-09-03,-0.34619103900290105
2010-09-04,-0.32975179972064
2010-09-05,-0.338132588374341
2010-09-06,-0.338132588374341
2010-09-07,-0.33915332545395904
2010-09-08,-0.33926077146234
2010-09-09,-0.343397442785
2010-09-10,-0.33598366820672604
2010-09-11,-0.31599871064789903
2010-09-12,-0.33920704845814903
2010-09-13,-0.33190071988825603
2010-09-14,-0.645771428571428
2010-09-15,-0.654857142857142
2010-09-16,-0.646857142857142
2010-09-17,-0.6606857142857141
2010-09-18,-0.651428571428571
2010-09-19,-0.641714285714285
2010-09-20,-0.645142857142857
2010-09-21,-0.642
2010-09-22,-0.6454971428571421
2010-09-23,-0.643942857142857
2010-09-24,-0.644571428571428
2010-09-25,-0.6456000000000001
2010-09-26,-0.644628571428571
2010-09-27,-0.644571428571428
2010-09-28,-0.6462571428571421
2010-09-29,-0.6466857142857141
2010-09-30,-0.646285714285714
2010-10-01,-0.6458857142857141
2010-10-02,-0.649142857142857
2010-10-03,-0.650799999999999
2010-10-04,-0.649771428571428
2010-10-05,-0.649142857142857
2010-10-06,-0.640133333333333
2010-10-07,-0.617142857142857
2010-10-08,-0.514714285714285
2010-10-09,-0.463999999999999
2010-10-10,-0.448571428571428
2010-10-11,-0.457142857142857
2010-10-12,-0.457714285714285
2010-10-13,-0.4
2010-10-14,-0.41714285714285704
2010-10-15,-0.4
2010-10-16,-0.42285714285714204
2010-10-17,-0.41714285714285704
2010-10-18,-0.41485714285714204
2010-10-19,-0.444857142857142
2010-10-20,-0.43428571428571405
2010-10-21,-0.388571428571428
2010-10-22,-0.394285714285714
2010-10-23,-0.400028571428571
2010-10-24,-0.394684210526315
2010-10-25,-0.305263157894736
2010-10-26,-0.20894736842105202
2010-10-27,-0.012105263157894001
2010-10-28,-0.09371727748691001
2010-10-29,-0.00523560209424
2010-10-30,0.0
2010-10-31,-0.032176973353443
2010-11-01,-0.017094017094017002
2010-11-02,-0.025641025641025002
2010-11-03,-0.184888138455044
2010-11-04,-0.029126213592232
2010-11-05,0.0
2010-11-06,-0.224489795918367
2010-11-07,-0.306122448979591
2010-11-08,-0.504081632653061
2010-11-09,-0.5714285714285711
2010-11-10,-0.517959183673469
2010-11-11,-0.5446938775510201
2010-11-12,-0.45265306122448906
2010-11-13,-0.43673469387755004
2010-11-14,-0.430530612244897
2010-11-15,-0.45265306122448906
2010-11-16,-0.5408163265306121
2010-11-17,-0.49517006802721003
2010-11-18,-0.45346938775510204
2010-11-19,-0.43836734693877505
2010-11-20,-0.42050000000000004
2010-11-21,-0.43520408163265306
2010-11-22,-0.41979591836734703
2010-11-23,-0.42255102040816306
2010-11-24,-0.422469387755102
2010-11-25,-0.42857142857142805
2010-11-26,-0.419591836734693
2010-11-27,-0.422448979591836
2010-11-28,-0.44677149548343903
2010-11-29,-0.52438775510204
2010-11-30,-0.5751020408163261
2010-12-01,-0.535714285714285
2010-12-02,-0.479591836734693
2010-12-03,-0.48765306122448904
2010-12-04,-0.5795918367346931
2010-12-05,-0.6020408163265301
2010-12-06,-0.583673469387755
2010-12-07,-0.517142857142857
2010-12-08,-0.5126530612244891
2010-12-09,-0.607948979591836
2010-12-10,-0.5839795918367341
2010-12-11,-0.53469387755102
2010-12-12,-0.551020408163265
2010-12-13,-0.5308163265306121
2010-12-14,-0.496551020408163
2010-12-15,-0.5102040816326531
2010-12-16,-0.48987755102040803
2010-12-17,-0.5102040816326531
2010-12-18,-0.508163265306122
2010-12-19,-0.51
2010-12-20,-0.45510204081632605
2010-12-21,-0.5102040816326531
2010-12-22,-0.48979591836734604
2010-12-23,-0.49234183673469306
2010-12-24,-0.49387755102040803
2010-12-25,-0.49
2010-12-26,-0.45918367346938704
2010-12-27,-0.45918367346938704
2010-12-28,-0.426530612244897
2010-12-29,-0.38816326530612205
2010-12-30,-0.38775510204081604
2010-12-31,-0.38775510204081604
2011-01-01,-0.38775510204081604
2011-01-02,-0.38781632653061204
2011-01-03,-0.39795918367346905
