,Close,High,Low,Open,Volume,date,totalVolume_less_than_0_01,addressesCount_less_than_0_01,totalVolume_f_0_01_to_0_1,addressesCount_f_0_01_to_0_1,totalVolume_f_0_1_to_1_x,addressesCount_f_0_1_to_1_x,totalVolume_f_0_1_to_1_y,addressesCount_f_0_1_to_1_y,totalVolume_f_0_1_to_1,addressesCount_f_0_1_to_1,totalVolume_f_1_to_10,addressesCount_f_1_to_10,totalVolume_f_10_to_100,addressesCount_f_10_to_100,totalVolume_f_100_to_1000,addressesCount_f_100_to_1000,totalVolume_f_1000_to_10000,addressesCount_f_1000_to_10000,totalVolume_f_10000_to_100000,addressesCount_f_10000_to_100000
799,7300.43,7415.0,7238.04,7317.94,2552.20229834,2019-12-03,30401.22080319,20722843.0,158924.59952344,4924611.0,646194.37661663,2036797.0,646194.37661663,2036797.0,646194.37661663,2036797.0,1644576.94206161,624739.0,3022308.48671349,108014.0,3594990.67246421,14148.0,4798854.94479031,2016.0,2428736.80510501,106.0
800,7197.78,7772.71,7087.09,7299.2,7737.39153487,2019-12-04,30458.07172551,20751551.0,158991.58263139,4928709.0,645346.59981704,2033872.0,645346.59981704,2033872.0,645346.59981704,2033872.0,1642733.84777789,624179.0,3028943.69736673,108220.0,3578372.61133457,14078.0,4814319.96847367,2026.0,2427909.16894017,105.0
801,7390.42,7500.0,7150.06,7199.58,4641.75678879,2019-12-05,30409.14252264,20757133.0,159084.95979342,4927986.0,645917.67617151,2035404.0,645917.67617151,2035404.0,645917.67617151,2035404.0,1643933.63173251,624744.0,3029798.30219663,108276.0,3572349.10356442,14046.0,4817942.59937752,2027.0,2429452.63270832,105.0
802,7541.79,7618.99,7305.56,7397.35,4167.2401632,2019-12-06,30293.935754320002,20739415.0,159214.7930546,4932367.0,646763.99071237,2037258.0,646763.99071237,2037258.0,646763.99071237,2037258.0,1644929.56951443,625053.0,3025999.60837481,108300.0,3571476.46145319,14044.0,4824480.82711966,2029.0,2427541.36208359,105.0
803,7502.65,7638.88,7486.7,7535.46,2034.573719,2019-12-07,30222.03193043,20724271.0,159209.71616009,4937047.0,646936.41601239,2037831.0,646936.41601239,2037831.0,646936.41601239,2037831.0,1645236.54256022,625105.0,3025322.66914034,108277.0,3572203.0824987,14040.0,4824091.65188186,2027.0,2429415.9377001,105.0
804,7524.26,7580.0,7382.69,7505.86,1798.77041268,2019-12-08,30235.170309430003,20735020.0,159459.14701908,4945319.0,647063.8203404,2037367.0,647063.8203404,2037367.0,647063.8203404,2037367.0,1645779.13298168,625275.0,3026476.85422455,108381.0,3572148.4981819,14037.0,4821737.10877755,2026.0,2431588.31604954,105.0
805,7340.52,7666.0,7268.03,7516.8,6582.47031165,2019-12-09,30113.93838738,20699255.0,159561.27557071,4948031.0,647419.53172036,2038281.0,647419.53172036,2038281.0,647419.53172036,2038281.0,1646792.14981306,625475.0,3026630.65320111,108531.0,3569542.35007898,14058.0,4825040.14188976,2029.0,2431238.00722277,105.0
806,7216.07,7400.0,7150.23,7332.05,4090.62092926,2019-12-10,30000.03143856,20657591.0,159545.33261201,4943381.0,647456.3117775,2037616.0,647456.3117775,2037616.0,647456.3117775,2037616.0,1647570.24244651,625800.0,3025967.1195838,108488.0,3573957.78846499,14065.0,4820098.36509072,2030.0,2433592.85646337,105.0
807,7207.42,7271.0,7122.28,7224.5,3419.93896517,2019-12-11,29877.64355869,20591726.0,159646.09232376,4943191.0,647513.86186109,2036599.0,647513.86186109,2036599.0,647513.86186109,2036599.0,1646716.13921891,625689.0,3029302.88943191,108688.0,3571910.51266433,14072.0,4821190.26023836,2033.0,2433680.64858041,105.0
808,7188.42,7296.19,7072.2,7208.95,4376.88899274,2019-12-12,29901.61073634,20596974.0,159883.97290322,4947830.0,648283.73990609,2037934.0,648283.73990609,2037934.0,648283.73990609,2037934.0,1648935.40571914,626379.0,3032059.19174701,108802.0,3569653.99406061,14061.0,4827762.42111073,2034.0,2425020.21168352,104.0
809,7257.47,7302.35,7179.65,7185.15,3178.07849595,2019-12-13,29936.923594,20612737.0,160074.29911993,4952009.0,648826.81929558,2039317.0,648826.81929558,2039317.0,648826.81929558,2039317.0,1649824.23430491,626583.0,3026228.20221631,108593.0,3567940.90241088,14067.0,4830909.66034246,2034.0,2429659.50658259,104.0
810,7059.03,7269.0,7007.48,7255.94,2012.34890643,2019-12-14,29971.845338709998,20628174.0,160277.84305025,4958152.0,648702.69353527,2039240.0,648702.69353527,2039240.0,648702.69353527,2039240.0,1651098.35957495,626965.0,3027950.98922482,108661.0,3568658.22865573,14058.0,4828211.83644896,2032.0,2430416.25203797,104.0
811,7115.08,7225.23,7007.0,7066.35,1848.34572822,2019-12-15,29868.88623278,20591395.0,160358.9396549,4955636.0,648811.26306559,2039292.0,648811.26306559,2039292.0,648811.26306559,2039292.0,1651611.89298562,627216.0,3029580.45167872,108718.0,3565863.16062457,14055.0,4829040.76532005,2034.0,2431702.68830443,104.0
812,6882.19,7147.91,6820.0,7115.08,5923.05547919,2019-12-16,29735.95428,20565151.0,160212.29798439,4950512.0,648290.04355989,2036638.0,648290.04355989,2036638.0,648290.04355989,2036638.0,1651907.02264677,627293.0,3029023.42983931,108659.0,3567718.20634493,14050.0,4825845.75985746,2032.0,2436067.83335391,104.0
813,6612.3,6938.77,6550.0,6882.08,7107.25638535,2019-12-17,29646.93892268,20430874.0,160218.66279903,4953305.0,648805.24104186,2039079.0,648805.24104186,2039079.0,648805.24104186,2039079.0,1652641.48323783,627851.0,3031883.37275939,108821.0,3566286.82087268,14058.0,4821995.98529114,2032.0,2336779.32636902,103.0
814,7286.91,7449.68,6425.0,6619.53,12873.63439214,2019-12-18,29682.497489010002,20446995.0,160453.42368738,4961608.0,649417.42439844,2041524.0,649417.42439844,2041524.0,649417.42439844,2041524.0,1652783.58873611,627932.0,3032176.03971242,108697.0,3568988.19219989,14044.0,4813934.27059166,2027.0,2337956.94765872,103.0
815,7149.57,7372.12,7000.0,7286.91,5936.55634536,2019-12-19,29724.16659646,20464090.0,160356.99487731,4958356.0,648877.12134038,2039742.0,648877.12134038,2039742.0,648877.12134038,2039742.0,1652185.70882176,627530.0,3030051.58285709,108715.0,3567484.95102292,14058.0,4803150.07942857,2026.0,2351593.94769914,104.0
816,7194.11,7218.11,7072.61,7157.53,3201.66392251,2019-12-20,29819.7515291,20495425.0,160610.56802155,4967873.0,649130.25557141,2039824.0,649130.25557141,2039824.0,649130.25557141,2039824.0,1653714.21018326,627893.0,3029586.76782777,108750.0,3572299.91496852,14063.0,4797949.36762615,2022.0,2349982.21001587,105.0
817,7147.4,7194.13,7109.73,7194.13,1689.08199513,2019-12-21,29920.11241602,20531611.0,160815.74495694,4975105.0,649620.48321648,2040986.0,649620.48321648,2040986.0,649620.48321648,2040986.0,1654087.69112024,628025.0,3029952.95182791,108762.0,3574514.00059039,14080.0,4807193.88279198,2024.0,2338792.58571567,104.0
818,7509.7,7530.0,7124.52,7147.4,3796.22608082,2019-12-22,29972.13646139,20546909.0,160925.46206351,4976999.0,650067.21395024,2042092.0,650067.21395024,2042092.0,650067.21395024,2042092.0,1653811.2124392,628030.0,3030401.21417266,108795.0,3573727.78841608,14090.0,4798256.47676823,2021.0,2349014.52792432,105.0
819,7316.17,7692.98,7247.86,7521.88,6710.7673604,2019-12-23,29986.97296587,20558860.0,160865.19375931,4975840.0,650004.16771373,2041627.0,650004.16771373,2041627.0,650004.16771373,2041627.0,1651549.48833036,626821.0,3027219.82022497,108633.0,3570274.49896876,14094.0,4804795.15750207,2026.0,2352703.10672056,105.0
820,7251.52,7431.1,7156.0,7317.47,4194.58980335,2019-12-24,30006.84470802,20583821.0,160675.35374295,4969803.0,649794.3525694,2039927.0,649794.3525694,2039927.0,649794.3525694,2039927.0,1650391.31979484,626310.0,3028271.39942447,108679.0,3574142.01816355,14104.0,4802935.67131689,2024.0,2352446.41958551,105.0
821,7195.79,7266.81,7110.73,7247.45,1504.52751296,2019-12-25,30043.918458570002,20588545.0,160835.19664084,4974765.0,650068.15160963,2040433.0,650068.15160963,2040433.0,650068.15160963,2040433.0,1651273.32838822,626594.0,3030390.92068577,108752.0,3575321.62494369,14100.0,4798661.5934609,2018.0,2353668.64501801,106.0
822,7188.3,7432.0,7150.0,7195.8,3116.74715162,2019-12-26,30061.294588200002,20598053.0,160993.14239064,4978687.0,651009.75699432,2041664.0,651009.75699432,2041664.0,651009.75699432,2041664.0,1652012.28856411,626889.0,3032117.49069824,108800.0,3575711.51425534,14105.0,4795352.1632741,2014.0,2354602.34765068,106.0
823,7246.0,7255.37,7052.0,7195.17,4024.57086599,2019-12-27,30119.965213440002,20617433.0,161125.94125311,4984267.0,651730.9908633,2043066.0,651730.9908633,2043066.0,651730.9908633,2043066.0,1653251.86705834,627391.0,3034260.18258496,108915.0,3576381.89051981,14119.0,4804971.42446086,2014.0,2341223.16064181,105.0
824,7296.24,7349.65,7231.0,7247.7,1579.70272647,2019-12-28,30221.93594817,20649524.0,161384.36772257,4994061.0,652165.35129459,2044319.0,652165.35129459,2044319.0,652165.35129459,2044319.0,1653451.71083323,627433.0,3033383.51223179,109000.0,3571750.03365806,14118.0,4809261.35634892,2017.0,2341504.71562097,105.0
825,7385.54,7524.46,7274.43,7297.43,2583.85134193,2019-12-29,30283.345926050002,20674941.0,161595.67794749,5003398.0,652044.23612897,2043752.0,652044.23612897,2043752.0,652044.23612897,2043752.0,1654396.79810453,627671.0,3034908.41522645,109024.0,3570359.25507458,14108.0,4807985.16023899,2015.0,2342570.65906124,105.0
826,7220.24,7384.9,7199.0,7372.79,3722.91334933,2019-12-30,30325.72165213,20690402.0,161447.254989,5001470.0,651924.20396935,2042898.0,651924.20396935,2042898.0,651924.20396935,2042898.0,1654764.1842994,627940.0,3032734.83706625,108916.0,3575959.57019646,14114.0,4794478.20447118,2011.0,2354072.29572453,106.0
827,7168.36,7302.35,7112.55,7222.74,2638.69130899,2019-12-31,30376.14273064,20698798.0,161324.63962331,4994547.0,651275.57917335,2040249.0,651275.57917335,2040249.0,651275.57917335,2040249.0,1653962.51423602,627370.0,3034035.42900893,108950.0,3574714.55649719,14087.0,4799351.77169571,2012.0,2351943.45077315,106.0
828,7178.68,7237.35,7150.0,7160.69,1119.10969318,2020-01-01,30431.85099774,20730513.0,161333.68125799,4985723.0,651761.09191265,2041356.0,651761.09191265,2041356.0,651761.09191265,2041356.0,1655620.29832365,627938.0,3033495.14572752,108930.0,3576906.14254103,14095.0,4796289.83941035,2010.0,2352862.55065737,106.0
829,6950.56,7184.94,6900.0,7174.7,3972.70795427,2020-01-02,30297.0482278,20700894.0,161548.03756108,4993781.0,651788.33504896,2041281.0,651788.33504896,2041281.0,651788.33504896,2041281.0,1655981.33562999,627897.0,3036245.99043538,108895.0,3579908.47780744,14112.0,4806882.93527834,2015.0,2337236.35583052,105.0
830,7338.91,7402.31,6853.53,6945.7,8072.72908749,2020-01-03,30285.030649059998,20700204.0,161492.86941372,4994259.0,651935.49564073,2041600.0,651935.49564073,2041600.0,651935.49564073,2041600.0,1656581.09880699,628027.0,3038793.42288713,109042.0,3579560.0325496,14116.0,4802706.7931206,2015.0,2337650.84193168,105.0
831,7344.48,7396.1,7256.03,7332.58,3256.73735349,2020-01-04,30356.43603902,20721115.0,161567.84809566,4999533.0,652059.66675376,2042352.0,652059.66675376,2042352.0,652059.66675376,2042352.0,1657730.86311792,628283.0,3039324.96947048,109099.0,3581385.37614486,14124.0,4810210.6551518,2015.0,2327126.71209601,104.0
832,7356.7,7495.0,7310.0,7356.05,2707.27385549,2020-01-05,30429.56901831,20752578.0,161621.72645441,5006119.0,652431.0108466,2043563.0,652431.0108466,2043563.0,652431.0108466,2043563.0,1658583.05103774,628412.0,3038943.60758595,109121.0,3581247.56493167,14128.0,4809930.85768675,2015.0,2328612.63930808,104.0
833,7762.74,7817.0,7342.46,7352.12,6728.28277831,2020-01-06,30426.75121798,20760706.0,161270.38355922,4997610.0,652019.32340364,2042098.0,652019.32340364,2042098.0,652019.32340364,2042098.0,1657630.48174456,628198.0,3039888.70129762,109128.0,3585587.6874333,14147.0,4804563.18002727,2015.0,2332101.01818592,104.0
834,8159.01,8220.0,7697.03,7768.17,12158.32281238,2020-01-07,30476.55893665,20783986.0,160995.81874535,4992221.0,651992.14714554,2041397.0,651992.14714554,2041397.0,651992.14714554,2041397.0,1658010.77125836,628596.0,3037700.79265165,109048.0,3591594.85925959,14151.0,4800477.10076033,2011.0,2334439.47811204,104.0
835,8044.44,8463.57,7872.09,8151.79,11913.23248192,2020-01-08,30567.43555195,20816284.0,160685.40730674,4990048.0,652734.5219164,2043070.0,652734.5219164,2043070.0,652734.5219164,2043070.0,1659403.88868293,629095.0,3036621.62498638,108958.0,3589439.51690704,14150.0,4800428.23250608,2011.0,2337073.28864199,104.0
836,7806.78,8048.94,7737.97,8048.94,5957.24423978,2020-01-09,30607.760468649998,20841251.0,159816.09813956,4958164.0,651426.84693978,2036694.0,651426.84693978,2036694.0,651426.84693978,2036694.0,1657061.31636568,628160.0,3040748.01641184,109210.0,3591351.50522615,14180.0,4804467.05981924,2015.0,2333437.81312861,104.0
837,8200.0,8200.0,7667.0,7812.7,8999.98825687,2020-01-10,30649.027873389998,20866899.0,160259.7078242,4970591.0,652158.10099917,2039141.0,652158.10099917,2039141.0,652158.10099917,2039141.0,1662216.28979762,629492.0,3036140.05979525,109018.0,3600944.90930062,14209.0,4805099.94186441,2010.0,2323310.87701949,103.0
838,8016.22,8286.0,8000.0,8200.0,3788.3273136,2020-01-11,30776.31417547,20912085.0,160561.24517004,4980208.0,652183.30549331,2040993.0,652183.30549331,2040993.0,652183.30549331,2040993.0,1663064.71212928,629740.0,3039534.72074529,109163.0,3594867.95261883,14199.0,4808402.99595508,2015.0,2323425.16728685,103.0
839,8180.76,8190.0,7960.0,8008.1,2056.08675369,2020-01-12,30849.6510398,20939812.0,160721.67891678,4990047.0,652258.05269122,2041477.0,652258.05269122,2041477.0,652258.05269122,2041477.0,1663594.37707121,629832.0,3041835.13972882,109213.0,3595203.76471138,14193.0,4808705.02921035,2013.0,2321536.22020459,103.0
840,8105.01,8196.81,8039.0,8180.75,4011.43909644,2020-01-13,30890.01247831,20953723.0,160708.16457222,4991781.0,652526.93883452,2041999.0,652526.93883452,2041999.0,652526.93883452,2041999.0,1663988.42792188,629924.0,3042389.56891668,109326.0,3601375.87599457,14225.0,4814234.87835238,2009.0,2310377.54650359,102.0
841,8813.04,8895.0,8105.01,8105.01,17009.43193382,2020-01-14,30898.06659254,20965410.0,160385.25576312,4984597.0,651796.7513046,2039048.0,651796.7513046,2039048.0,651796.7513046,2039048.0,1663988.88397747,629882.0,3040931.28131547,109225.0,3605524.70619701,14236.0,4803698.13311807,2007.0,2322080.84494816,103.0
842,8809.17,8903.2,8555.0,8813.2,8606.88339936,2020-01-15,30964.61609453,20993686.0,160339.67838548,4986895.0,651715.06238757,2039117.0,651715.06238757,2039117.0,651715.06238757,2039117.0,1661908.804022,629314.0,3044342.15085409,109324.0,3600638.17836897,14221.0,4809630.64306031,2015.0,2323152.29009927,103.0
843,8710.15,8852.35,8573.91,8810.62,6713.2584764,2020-01-16,31012.55425485,21024810.0,160231.75050786,4984145.0,652010.00102497,2039710.0,652010.00102497,2039710.0,652010.00102497,2039710.0,1662428.6768619,629548.0,3042792.50635927,109305.0,3597808.24757354,14209.0,4819135.32703735,2016.0,2321259.85584361,103.0
844,8892.63,9015.22,8661.52,8715.39,9363.15892644,2020-01-17,31028.1223017,21040847.0,160333.13649834,4986025.0,652159.66770286,2040438.0,652159.66770286,2040438.0,652159.66770286,2040438.0,1663125.03598233,629770.0,3038563.75840351,109160.0,3600969.81903227,14217.0,4819915.49146512,2016.0,2324371.38816269,103.0
845,8908.53,9000.1,8798.9,8898.03,3678.00926615,2020-01-18,31114.1604491,21082632.0,160610.71771319,4995490.0,652611.92466815,2042368.0,652611.92466815,2042368.0,652611.92466815,2042368.0,1663906.92448173,630074.0,3042769.46200822,109432.0,3588748.25363313,14170.0,4827876.8282929,2020.0,2324478.1483024,103.0
846,8696.6,9188.1,8461.38,8901.02,8785.449927,2020-01-19,31150.414487020003,21101290.0,160774.99115578,5004755.0,652826.91457031,2043318.0,652826.91457031,2043318.0,652826.91457031,2043318.0,1658492.90480237,628281.0,3044352.0783791,109451.0,3594954.49145324,14193.0,4828157.00931113,2018.0,2324582.61541977,103.0
847,8625.17,8740.54,8507.93,8698.97,4420.19825219,2020-01-20,31152.18901416,21114650.0,160486.66730996,4998303.0,652909.16359102,2043355.0,652909.16359102,2043355.0,652909.16359102,2043355.0,1658381.63541474,628386.0,3044524.61262353,109474.0,3594674.59484964,14191.0,4832175.42122916,2020.0,2323887.13557641,103.0
848,8717.89,8778.66,8480.0,8629.66,3394.68916005,2020-01-21,31166.05852849,21123728.0,160228.56772692,4984322.0,653253.85843916,2044502.0,653253.85843916,2044502.0,653253.85843916,2044502.0,1658986.58754102,628448.0,3047611.82998803,109571.0,3590354.50497913,14193.0,4834510.91170026,2022.0,2323991.60070561,103.0
849,8655.93,8792.98,8567.68,8728.47,3143.81212331,2020-01-22,31148.325224300002,21137261.0,159920.31284635,4953015.0,653774.34440636,2046103.0,653774.34440636,2046103.0,653774.34440636,2046103.0,1660942.25218353,629366.0,3047948.9046816,109595.0,3592783.04923165,14195.0,4834589.12820048,2027.0,2322947.60276418,103.0
850,8378.44,8665.95,8280.0,8661.63,8611.0107876,2020-01-23,30969.0944064,21123436.0,159949.32163665,4949101.0,654103.61526932,2047793.0,654103.61526932,2047793.0,654103.61526932,2047793.0,1661280.82386332,629520.0,3051944.80477731,109618.0,3588805.41414839,14186.0,4836384.91801371,2025.0,2322603.42742335,103.0
851,8422.13,8530.7,8212.9,8382.08,6430.43023326,2020-01-24,30998.693928110002,21132950.0,159965.68947451,4947772.0,654163.2559502,2048189.0,654163.2559502,2048189.0,654163.2559502,2048189.0,1660055.80568342,629300.0,3051986.47388568,109641.0,3580626.2003279,14164.0,4847441.1886819,2027.0,2322704.11160673,103.0
852,8329.5,8437.47,8252.72,8435.83,2812.78995216,2020-01-25,31003.25975103,21114206.0,160092.50836849,4952631.0,654810.44075623,2050142.0,654810.44075623,2050142.0,654810.44075623,2050142.0,1660573.58253966,629464.0,3055414.420245,109742.0,3577853.71672265,14153.0,4847403.69714615,2028.0,2322839.79397321,103.0
853,8590.48,8600.0,8276.22,8320.0,6340.58577579,2020-01-26,31070.157427680002,21128850.0,160290.79695518,4957525.0,655163.70920949,2051603.0,655163.70920949,2051603.0,655163.70920949,2051603.0,1661216.34869102,629653.0,3057815.25129724,109754.0,3575427.5044222,14152.0,4847550.10679602,2029.0,2323245.04470359,103.0
854,8894.54,9004.35,8546.55,8600.0,9619.7747426,2020-01-27,31007.65314572,21122366.0,160341.01640671,4959699.0,655733.91332265,2053712.0,655733.91332265,2053712.0,655733.91332265,2053712.0,1663094.88789372,630097.0,3061468.57087127,109922.0,3579705.35330799,14158.0,4837921.61896382,2029.0,2324118.40495826,103.0
855,9400.0,9413.24,8876.0,8894.57,9565.55935515,2020-01-28,30952.4852462,21115387.0,160181.32370644,4956437.0,655039.81696607,2050841.0,655039.81696607,2050841.0,655039.81696607,2050841.0,1663025.28306999,630092.0,3058544.96006975,109816.0,3588347.47245086,14183.0,4832646.32962695,2023.0,2326428.74773388,103.0
856,9289.18,9443.96,9215.5,9386.57,6481.91594603,2020-01-29,30939.43604578,21131996.0,160140.71235668,4956402.0,655297.01643013,2051188.0,655297.01643013,2051188.0,655297.01643013,2051188.0,1664248.80664742,630352.0,3057818.67174921,109856.0,3594271.97498541,14198.0,4825338.93606086,2017.0,2329110.86009182,103.0
857,9500.0,9570.0,9166.07,9280.83,7945.15877894,2020-01-30,30973.13750177,21147245.0,160226.52004341,4959698.0,655367.70338545,2051468.0,655367.70338545,2051468.0,655367.70338545,2051468.0,1663916.72339867,630083.0,3059519.13251453,109793.0,3587305.80326143,14173.0,4832677.23243963,2024.0,2329130.16181354,103.0
858,9327.85,9529.35,9195.93,9510.84,5009.62230695,2020-01-31,30972.14671283,21151531.0,160367.03909721,4964694.0,655624.21212948,2052435.0,655624.21212948,2052435.0,655624.21212948,2052435.0,1664712.21943523,630270.0,3056481.71115296,109681.0,3577807.71534673,14105.0,4843290.53144413,2031.0,2330660.83902482,103.0
859,9377.17,9464.16,9280.33,9339.26,1669.00246242,2020-02-01,30970.43138965,21150420.0,160674.68783113,4975789.0,656038.5751317,2054490.0,656038.5751317,2054490.0,656038.5751317,2054490.0,1666302.8121185,630733.0,3056359.42998172,109693.0,3578376.5600324,14101.0,4843020.57902487,2031.0,2330060.83883342,103.0
860,9329.39,9474.28,9135.0,9379.6,3015.79158859,2020-02-02,30876.02705931,21112251.0,160956.38530419,4986871.0,656458.59246665,2056056.0,656458.59246665,2056056.0,656458.59246665,2056056.0,1667345.9921479,631122.0,3058539.12430588,109749.0,3575430.19717179,14084.0,4843786.83806954,2032.0,2330198.25781813,103.0
861,9288.09,9615.0,9211.07,9309.69,4758.13350441,2020-02-03,30822.57734832,21057000.0,160866.1519228,4986287.0,656662.82271503,2055993.0,656662.82271503,2055993.0,656662.82271503,2055993.0,1667436.02048102,631001.0,3059535.57480441,109763.0,3583042.40731922,14099.0,4845625.33671071,2032.0,2255296.14601918,102.0
862,9159.37,9348.6,9075.0,9281.0,4867.22545881,2020-02-04,30874.539012499998,21066144.0,160801.76825216,4988581.0,656425.04736624,2054944.0,656425.04736624,2054944.0,656425.04736624,2054944.0,1667588.35487423,631243.0,3060372.96720295,109836.0,3583323.23264959,14105.0,4844989.29850859,2032.0,2256561.82945443,102.0
863,9618.42,9775.0,9142.52,9168.49,8063.96793828,2020-02-05,30910.47559629,21081420.0,160645.91599294,4984219.0,656537.01647495,2055023.0,656537.01647495,2055023.0,656537.01647495,2055023.0,1666385.75425235,630424.0,3059302.84603361,109789.0,3585902.26662403,14141.0,4844286.50134169,2034.0,2258953.76090211,102.0
864,9754.63,9859.57,9521.0,9617.84,7554.48867469,2020-02-06,30972.583110300002,21106995.0,160577.46161521,4985522.0,656193.75252077,2054434.0,656193.75252077,2054434.0,656193.75252077,2054434.0,1667449.60670871,630871.0,3067122.50630821,110300.0,3582287.88490942,14112.0,4840396.79131803,2031.0,2259611.45072732,102.0
865,9803.42,9878.0,9706.94,9754.63,4013.49096731,2020-02-07,31015.26391749,21085566.0,160398.33018157,4983203.0,655526.0480943,2053241.0,655526.0480943,2053241.0,655526.0480943,2053241.0,1667062.8163772,630675.0,3062386.39861593,110188.0,3578133.9737253,14095.0,4846843.39095461,2035.0,2264983.3153438,104.0
866,9902.0,9948.97,9658.58,9803.71,3268.73554695,2020-02-08,31060.384857139998,21108590.0,160235.61913819,4979370.0,654795.14089756,2051981.0,654795.14089756,2051981.0,654795.14089756,2051981.0,1668224.39588079,631103.0,3062978.5780967,110190.0,3572527.34924319,14093.0,4867362.70501232,2058.0,2250902.86408431,103.0
867,10173.97,10178.54,9885.04,9907.7,4830.33787739,2020-02-09,31132.97649059,21140313.0,160193.18923688,4978270.0,654547.22233747,2051420.0,654547.22233747,2051420.0,654547.22233747,2051420.0,1667970.51617969,631163.0,3064200.50250004,110262.0,3569915.27541137,14081.0,4870995.25395615,2059.0,2251044.60109801,103.0
868,9850.01,10199.85,9731.2,10173.51,7560.66789084,2020-02-10,31214.15373098,21168445.0,160464.15536899,4989036.0,655326.83658166,2054320.0,655326.83658166,2054320.0,655326.83658166,2054320.0,1670659.35303842,632144.0,3065089.37533703,110244.0,3574583.71995155,14069.0,4868452.37632855,2057.0,2245734.56687302,103.0
869,10268.98,10383.9,9706.94,9851.99,8127.59636283,2020-02-11,31227.722369850002,21176886.0,160217.11921851,4978645.0,654453.5583769,2051773.0,654453.5583769,2051773.0,654453.5583769,2051773.0,1670952.72950624,632009.0,3071463.81080979,110752.0,3570851.92043806,14073.0,4875122.10984424,2059.0,2239085.56663521,102.0
870,10348.78,10495.0,10247.35,10270.98,6553.40942709,2020-02-12,31342.80760982,21219670.0,160210.89125448,4967190.0,654315.2129901,2051725.0,654315.2129901,2051725.0,654315.2129901,2051725.0,1675857.58888679,632753.0,3070430.29416043,110721.0,3573329.77672447,14086.0,4868723.10768339,2052.0,2240939.85788932,102.0
871,10228.67,10500.5,10068.0,10348.78,9347.45128374,2020-02-13,31340.28501519,21235747.0,160031.61660875,4959622.0,653584.63273844,2049550.0,653584.63273844,2049550.0,653584.63273844,2049550.0,1674893.14532694,632147.0,3069110.00349972,110526.0,3580676.29627637,14089.0,4859283.43654091,2043.0,2247992.62119248,102.0
872,10364.04,10398.0,10093.26,10229.19,6190.37749036,2020-02-14,31443.014857899998,21269677.0,160444.16077417,4972320.0,653897.52393512,2051362.0,653897.52393512,2051362.0,653897.52393512,2051362.0,1672203.06497878,631740.0,3062563.27746784,110276.0,3582886.24435418,14104.0,4846389.52185878,2044.0,2268822.72897203,104.0
873,9899.78,10408.04,9739.0,10364.04,5762.30634481,2020-02-15,31500.058190030002,21297820.0,160554.10113704,4973845.0,653472.61174673,2050302.0,653472.61174673,2050302.0,653472.61174673,2050302.0,1670393.15881386,631346.0,3061566.23180186,110162.0,3585524.02993086,14108.0,4857597.7672048,2050.0,2259816.57835632,103.0
874,9912.89,10051.24,9598.49,9909.71,4133.47675014,2020-02-16,31532.685935740003,21304007.0,160711.53643088,4981653.0,653330.33767705,2050068.0,653330.33767705,2050068.0,653330.33767705,2050068.0,1670816.87340025,631420.0,3062297.82857234,110182.0,3586114.05135239,14106.0,4866645.12036066,2049.0,2250751.10345219,102.0
875,9697.15,9973.45,9467.57,9925.96,5913.20492551,2020-02-17,31545.19982877,21322471.0,160532.41189074,4981050.0,653528.18325817,2051463.0,653528.18325817,2051463.0,653528.18325817,2051463.0,1674031.1988131,632398.0,3060068.71780261,109993.0,3578636.20247529,14080.0,4873095.80172939,2049.0,2252724.32138343,102.0
876,10185.17,10288.0,9602.6,9725.57,6754.35394103,2020-02-18,31566.31531155,21338650.0,160222.33153662,4970481.0,653658.41009358,2051707.0,653658.41009358,2051707.0,653658.41009358,2051707.0,1675768.67834302,633128.0,3059783.37597802,110007.0,3581737.37577313,14102.0,4866311.96186695,2049.0,2262988.58841704,103.0
877,9595.72,10300.0,9312.0,10190.3,9936.8206814,2020-02-19,31545.52790552,21353167.0,159912.65091353,4961862.0,654294.60554788,2053613.0,654294.60554788,2053613.0,654294.60554788,2053613.0,1674066.17171385,632787.0,3066021.08532278,110279.0,3577581.58524724,14089.0,4879278.91450031,2053.0,2251098.9961688,102.0
878,9612.76,9706.27,9396.91,9589.1,6608.4910792,2020-02-20,31503.38789998,21352667.0,159992.41649749,4965039.0,655344.55040431,2056784.0,655344.55040431,2056784.0,655344.55040431,2056784.0,1676130.43531086,633716.0,3065546.74203315,110241.0,3576669.04768022,14098.0,4880760.1754567,2048.0,2249443.7720372,103.0
879,9696.13,9773.2,9562.6,9610.4,4271.47074293,2020-02-21,31566.5708145,21373556.0,159825.18739302,4959764.0,655336.78919658,2058026.0,655336.78919658,2058026.0,655336.78919658,2058026.0,1674981.22956101,633141.0,3067086.04768511,110320.0,3574319.98155984,14084.0,4901064.22889361,2051.0,2233135.49221624,102.0
880,9668.13,9722.39,9568.51,9696.13,2096.56353593,2020-02-22,31661.09496659,21410559.0,160150.62305311,4973444.0,655779.76845819,2060293.0,655779.76845819,2060293.0,655779.76845819,2060293.0,1676540.61740855,633683.0,3066996.09771617,110337.0,3575390.16898515,14093.0,4900312.8569421,2052.0,2232334.29866476,102.0
