,Close,High,Low,Open,Volume,date,totalVolume_less_than_0_01,addressesCount_less_than_0_01,totalVolume_f_0_01_to_0_1,addressesCount_f_0_01_to_0_1,totalVolume_f_0_1_to_1_x,addressesCount_f_0_1_to_1_x,totalVolume_f_0_1_to_1_y,addressesCount_f_0_1_to_1_y,totalVolume_f_0_1_to_1,addressesCount_f_0_1_to_1,totalVolume_f_1_to_10,addressesCount_f_1_to_10,totalVolume_f_10_to_100,addressesCount_f_10_to_100,totalVolume_f_100_to_1000,addressesCount_f_100_to_1000,totalVolume_f_1000_to_10000,addressesCount_f_1000_to_10000,totalVolume_f_10000_to_100000,addressesCount_f_10000_to_100000
16,4822.01,4869.78,4700.0,4747.9,9866.89562175,2017-10-11,16502.173254690002,15580859.0,89658.57496379,2881549.0,428556.04306308,1308355.0,428556.04306308,1308355.0,428556.04306308,1308355.0,1330868.4924793,489773.0,3007254.60831261,105458.0,3851747.85148262,16548.0,3437901.28100511,1603.0,2888567.19750369,120.0
17,5445.0,5445.0,4793.66,4822.01,19916.22801995,2017-10-12,16578.3186225,15617613.0,89775.65869087,2888966.0,429295.9191009,1310753.0,429295.9191009,1310753.0,429295.9191009,1310753.0,1332552.12308162,490186.0,3013698.02776553,105542.0,3851231.9472387,16531.0,3422679.94228073,1600.0,2888405.44838404,120.0
18,5653.6,5846.43,5380.0,5444.0,27827.38028536,2017-10-13,16717.62116292,15688798.0,90788.07005979,2924137.0,432186.39881637,1321063.0,432186.39881637,1321063.0,432186.39881637,1321063.0,1339226.08909015,492582.0,3007230.14383969,105492.0,3850466.61699948,16529.0,3420487.19523716,1599.0,2889584.24978386,120.0
19,5801.29,5817.34,5558.26,5653.58,8410.9362308,2017-10-14,16745.672038200002,15730945.0,90819.97947812,2924338.0,432731.11022438,1323487.0,432731.11022438,1323487.0,432731.11022438,1323487.0,1337697.23392821,491702.0,3007492.76942367,105583.0,3847211.88985893,16526.0,3421711.62215224,1598.0,2893004.07429787,120.0
20,5679.7,5830.0,5415.0,5795.01,11542.94583367,2017-10-15,16694.5649899,15737738.0,90568.23621333,2916586.0,430681.84988048,1317663.0,430681.84988048,1317663.0,430681.84988048,1317663.0,1334633.38002032,490511.0,3011261.79789204,105671.0,3847169.96016802,16521.0,3433942.25460571,1601.0,2883295.40455816,119.0
21,5745.72,5807.11,5548.0,5683.92,9066.79974453,2017-10-16,16784.33786509,15773404.0,90923.96508004,2926087.0,432643.52603043,1323233.0,432643.52603043,1323233.0,432643.52603043,1323233.0,1338592.99181213,492132.0,3004840.19227181,105434.0,3840787.11272719,16502.0,3438529.85431861,1605.0,2884531.79762534,119.0
22,5597.31,5776.31,5506.78,5752.2,9105.28187907,2017-10-17,16821.01440317,15811944.0,91403.2516965,2939750.0,435255.49670824,1331116.0,435255.49670824,1331116.0,435255.49670824,1331116.0,1343780.60848995,494484.0,3012437.59134767,105609.0,3832914.06263914,16509.0,3447424.46937014,1603.0,2872831.42271628,118.0
23,5582.05,5617.75,5101.36,5591.97,18961.67579669,2017-10-18,16954.83940842,15870951.0,92178.63407303,2962265.0,437908.8812185,1339709.0,437908.8812185,1339709.0,437908.8812185,1339709.0,1345433.20961073,495710.0,3020292.04965578,105837.0,3803401.41337281,16417.0,3449554.91623789,1606.0,2887942.42440843,118.0
24,5698.69,5735.14,5512.06,5572.64,9919.83821694,2017-10-19,17020.76660086,15911462.0,92537.86884089,2965983.0,439127.58715332,1343802.0,439127.58715332,1343802.0,439127.58715332,1343802.0,1347727.68882781,496325.0,3017571.01302337,105728.0,3795937.2508873,16366.0,3449163.40444804,1602.0,2895770.82764351,118.0
25,5977.29,6074.0,5589.8,5700.0,15109.06365101,2017-10-20,17002.24788205,15947402.0,93266.11434556,2990827.0,440210.89458801,1349207.0,440210.89458801,1349207.0,440210.89458801,1349207.0,1351243.76637177,497424.0,3018635.24213435,105815.0,3796445.82726175,16349.0,3437206.23206813,1603.0,2898177.38952429,118.0
